Names,Prices
PEPSI CANS 330ML ,EGP6.00
Halwani Halawa W/Pistacho 610g ,EGP72.95
El Mizan Fig Jam 340 Gm. ,EGP13.95
Helwa Mixed Oil 2.25 L ,EGP81.95
SANTE GOLD GRANOLA CHOCOLATE & ,EGP72.25
SARY Natural Honey 250 gm ,EGP64.50
Al Doha Nigella Sativa 65 G ,EGP20.95
 Excellence dark lind chocolate 50g ,EGP117.75
Pasta Zara Conchiglie No.54 ,EGP45.95
Ahmad green tea mint 100 bags ,EGP86.95
Dreem Cream Cramel 184G ,EGP14.95
Nestlé Wate 330MLSUPER Hero ,EGP3.00
Roshen Cookies With Orange Zest 150g ,EGP31.95
Helwa Mixed Oil for Cooking and Frying - 1 Litre ,EGP35.95
Al-Bawadi Halawa 790G ,EGP62.95
SARY Natural Honey Squeez 400 ,EGP88.95
 Pasta Zara Lubetti Rigati No37 ,EGP36.95
Nesquik Choco Powder Bag880G ,EGP76.95
Ahmad green tea mint 25 bags ,EGP25.25
Safety Strwby Diet Jam 360 G ,EGP24.95
Schweppes Club Soda Nrb 250 ML ,EGP7.00
Finger Biscuits600g ,EGP51.25
Halwani Halawa W/Pistacho290g ,EGP39.95
Helwa oil 700 ml ,EGP26.75
"Haribo Jelly Candy Goldbar, 200 g ",EGP59.75
Imtenan Clover Hony 800 g ,EGP104.95
Al Doha Garlic Powder(Shaker) 60 gm ,EGP35.95
lindt classic milk 100g ,EGP91.50
Heinz Tomato Ketchup 850Gr ,EGP53.95
Dreem Jelly Strawberry 70G ,EGP5.50
Nescafe 3*1 rich 1p ,EGP3.50
Ahmad Shay 100 flesh ,EGP73.50
Treat Maple Serp 325 ml ,EGP83.95
Abu Ouf Sudanese salt 60 grams ,EGP5.50
Aquafina Water 1.5L ,EGP4.50
Sante Granola Choc.Cru.Mue.50G ,EGP13.95
IMTENAN BLACK SEED HONEY 450G ,EGP69.25
Al Doha Spice Shaker 70G ,EGP31.50
Heinz Hot Ketchup 300g ,EGP21.75
Cooks Jelly Strawberry 80Gr ,EGP5.50
Yamani Coffe plan light 200gm ,EGP42.50
California Garden White Solid Tuna in Olive Oil 1 ,EGP39.95
Al Doha Onion Powder(Shaker) ,EGP30.95
Nescafe CAPPU GOLD Latte 17 gm ,EGP5.00
Ahmad green tea cloves 25 bags ,EGP24.75
Extra Bubblemint14g ,EGP7.00
Jo peeled almonds 150 g ,EGP62.95
Lamar Apple Juice 1L ,EGP26.50
Imtenan Spring Flowers Honey ,EGP62.95
Al Doha Cumin Shaker 65G ,EGP23.50
Lindt Lindor Choc.Ex.Dark 100g ,EGP101.95
Dreem Om Ali 140G ,EGP18.75
Ahmad Earl Gray Tea 100 P 2 g ,EGP77.95
Sante Musli Tropical 350G ,EGP54.25
Hero Light Forest Berry 200 gm ,EGP46.95
Daria Supereme Basmati Rice 1k ,EGP55.50
Imtenan Clover Hony 450 g ,EGP63.75
Al Doha Red Pepper Shaker 70G ,EGP22.95
Excellence Lint dark chocolate 100 gm ,EGP99.95
Pasta Zara Cannelloni No.115 ,EGP89.95
Heinz chily&Gril Sauce 300 g ,EGP34.75
Ahmad tea breakfast without 100 bags 2 g ,EGP58.25
Vitrac Apricot Jam 880 gm ,EGP31.95
Lamar Orange Juice 1L ,EGP26.50
Sante Musli Crunch.Fruits 350G ,EGP60.50
Al Doha Coriander Shaker 50G ,EGP14.95
Lindt Milk Choco White 100Gr ,EGP91.50
Pasta Zara Farfallre No.31 ,EGP51.95
Melitta 1x4 Coffee Filter 40s + 5s ,EGP48.95
Ahmad tea Ribsus cinnamon 20 rolls ,EGP44.95
Skittles candy 160 g ,EGP34.95
Daria Basmati Brown Rice 1Kg ,EGP41.50
 Chipsy C&O 135g ,EGP8.00
Al-Bawadi Molasses 700G ,EGP26.95
Al Doha Cinnamon Shaker 65G ,EGP18.50
Dreem Whipping Cream Straw.45G ,EGP9.25
Yamani Coffe super dark 200gm ,EGP90.50
Ahmad English tea without 100 twists ,EGP58.25
Cheesy Disc Healthy Snack Cheese And Paprika 45gm ,EGP12.75
Sante Granola W/Pomegranate350 ,EGP69.75
Al-Bawadi Molasses 350G ,EGP14.95
Yamani Coffe plan dark 200gm ,EGP42.95
Ahmad tea english breakfast 25 p ,EGP19.95
Vitrac Diet Strawberry Jam290G ,EGP21.50
calvo tuna salad with couscous 150 gm ,EGP32.25
ChipsySuper ElMalek/Chese56-52 ,EGP3.00
Sante Granola C.Muesli Berry50 ,EGP98.95
Halwani SUGARCANE MOLASSES380g ,EGP16.25
Al Doha Bay Leaves 3Gm ,EGP6.50
Heinz Tomato Ketchup 513Gr ,EGP34.95
Yamani Coffe w.spice dark200gm ,EGP57.95
Ahmad Earl Gray Tea 250 g ,EGP75.50
Vitrac Diet Fig Jam 290 gm ,EGP21.50
Mornach Sunflower Tuna Chunks 170gm ,EGP24.95
7up Free 970 Ml PET ,EGP10.95
Chipsy Super ElMalek/Chil52-56 ,EGP3.00
Sante Musli Crunch.Natural 350 ,EGP50.95
Al Doha Coriander 100Gr ,EGP14.50
 Lindt Milk Chocolate 100Gr ,EGP91.50
Lino Oat Pasta Fusili 400g ,EGP34.95
Rana Hot Sauce 88 Ml ,EGP11.75
Dreem Whipping Cream Leb.45G ,EGP8.95
Yamani Coffe w.spice med200gm ,EGP57.95
Ahmed tea English 25 p ,EGP21.25
Skittles Fruits Candy 38 g ,EGP10.00
Vitrac Diet Orange Jam 290gm ,EGP21.50
Daria Thiland White Rice 1 K ,EGP44.95
Mornach tuna white meat Servants 170 gm ,EGP29.50
Diet Pepsi 970 Ml PET ,EGP10.95
Al Doha Black Pepper 20Gr ,EGP10.95
Lindt Dark Classic Choc.100G ,EGP91.50
Cadbury 3in1 Hot Powder Sacht ,EGP5.00
Ahmad green tea 25 bags 2 g ,EGP18.75
Skittles Coated Chewy Fruit ,EGP34.95
Hero Black Cherry Jam 340gm ,EGP42.25
Daria Thiland Golden Rice 1K ,EGP44.95
Dreem Whipping Cream Choco 65G ,EGP9.25
Pepsi 970 Ml PET ,EGP10.95
Sante Granola C.Muesli Ch500G ,EGP83.25
Al Doha Mixed Spice(Bohar)20Gr ,EGP11.95
Nestle Nescafe Gold Attica 100 gm ,EGP105.95
Ahmad tea breakfast 250 gm ,EGP73.50
Jo salted roasted pistachios 125 g ,EGP62.95
Hero Raspberry Jam 340Gr ,EGP42.25
basmati rice delhi jar 1kg ,EGP47.95
Lamar Pineapple Juice 1L ,EGP26.50
Chipsy Super ElMalek/Salt52-56 ,EGP3.00
Sante Granola C.Muesli Ch.350G ,EGP56.95
Al Doha Black Pepper Grit 100 ,EGP41.95
Tabasco Jalapeno Green Pepper Sauce 60 ml ,EGP49.75
Ahmad green tea 250 g ,EGP58.50
Imtenan Spring Flowers Honey 800gm ,EGP106.95
Hero Blueberry Jam 340Gr ,EGP57.25
Kultiye Basmati Rice 900 g ,EGP34.50
Nestlé Pure Life Water 6L ,EGP16.95
Vegeta seasoning for all purposes 250 g ,EGP79.50
Lindt Excellence D.Cho 70 35G ,EGP36.95
Nescafe 3in1 Stick Caramel 18g ,EGP3.00
Ahmad jasmine tea 250 g ,EGP82.75
Fairuz Pineapple Glass 275g ,EGP6.95
Skittles Wild Berries 38g ,EGP10.00
SHAHY golden rice 1 kg ,EGP25.95
Al Tahya kalamata olives paste in brine 560gm ,EGP29.95
Pepsi 250ml Cans ,EGP5.00
Vegeeta Nature For Potato ,EGP27.50
Nescafe CLAS Sachet 1.8Gm ,EGP1.50
Ahmad Earl Gray Tea 100 g ,EGP31.50
Chclt 14.5G Speam Casa 30Ca ,EGP4.00
JO salted roasted cashews 200g ,EGP99.95
Ganna Honey 450 g ,EGP43.95
RS olive oil 800 ml ,EGP189.95
Vegeeta Nature For Chicken ,EGP26.95
Ahmad classic black tea 25 bags ,EGP16.50
Chclt 14.5G Fruity Casa ,EGP4.00
Hero Apricot Jam 340Gr ,EGP33.50
Sunshine Mackerel 145g ,EGP11.95
Schweppes Tonic Water 250 Ml ,EGP7.00
Rs Olive Oil 500Ml ,EGP154.95
Vegeeta All purpose seasoning 125g ,EGP44.95
Heinz Mayonnaise 310 g ,EGP34.25
Ahmad green tea selection 20 bags ,EGP35.95
Loacker Quadrat Napolir 250 G ,EGP72.50
Rs Olive Oil 250Ml ,EGP89.95
Vegeeta Nature For Meat ,EGP26.95
Lindt Excellence D.Cho.85 100g ,EGP99.95
Yamani Coffe super light 200gm ,EGP89.95
Imtenan Clover Hony 250 g ,EGP35.95
Sunshine Tuna EX.shred E/O150g ,EGP12.75
Loacker Hazelnut Biscuit 125Gr ,EGP44.75
Vegeeta Origano 5g ,EGP27.50
Lindt Dark Hazelnut Choc.100G ,EGP91.50
Yamani Coffe plan med. 200gm ,EGP42.50
JO Salted roasted pistachios 200g ,EGP89.95
Hero Fig Jam 28.3G ,EGP6.50
Loacker Cacao Wafer Cubes 250G ,EGP72.50
BORGES OLIVE OIL EXTRA VIRGIN 250ML ,EGP69.95
Vegeeta Nature For Salad ,EGP26.95
regina Pasta big rings 1k ,EGP27.95
Heinz Mustard 245 ,EGP24.75
Lipton Tea 200g 2 pieces ,EGP34.95
Cadbury 3in1 Hot Powder Jar ,EGP50.00
BORGES OLIVE OIL 250ML ,EGP49.95
Vegeeta Nature 150 g ,EGP50.95
regina Pasta snails 1k ,EGP27.95
Pedro BBQ Sauce 350 gm ,EGP44.95
Nescafe 3*1 Milky 20 GM ,EGP3.00
HALLS CHRY 25.2G / 9Pcs ,EGP5.00
Ganna Honey900 g ,EGP76.95
Pepsi 400 ml ,EGP5.00
Loacker Quadrat Vanilla 125 G ,EGP44.75
Vegeeta All purpose seasoning 75g ,EGP26.95
Wadi Food Balsamic Vinegar250M ,EGP52.95
Nescafe 3in1 Stick Hzn 18g ,EGP3.00
Halls MENTO 9s ,EGP5.00
jo Sunflower pulp 100 gm ,EGP14.95
Ganna Honey Squeeze 450 g ,EGP44.95
BORGES OLIVE OIL EXTRA VIRGIN 1L ,EGP264.95
LION Ceral carmel & Choco 400g ,EGP69.95
Vegeeta Maestro Paprika Powder ,EGP56.95
regina Pasta spaghetti 1k ,EGP27.95
Lindt Grandes Dark Cho.Ha.150g ,EGP160.95
Coconut Jo 125 g ,EGP16.75
Chipsy Pack / Cheese93 - 103 ,EGP5.00
BORGES OLIVE OIL PURE 500ML ,EGP93.95
Vegeeta Nature For Fish ,EGP26.95
Yamani Coffe super med. 200gm ,EGP90.50
jo golden raisins 150 g ,EGP22.95
Hero Pineapple Jam 340Gr ,EGP42.25
Fisher Man Tuna Zero Fat 65 g (3 Pieces) ,EGP59.95
Chipsy Pack / Kebab 89-99 GM ,EGP5.00
BORGES OLIVE OIL EXTRA VIRGIN 500ML ,EGP131.95
Sante Porrige Oats 500G ,EGP32.50
Nescafe CLAS Pouch 18g ,EGP8.50
jo Super Pulp 125 gm ,EGP23.95
Vitrac Mango Jam 340 gm ,EGP22.95
Isis Plain Honey 250 gm ,EGP41.75
MAGGI Chkn LNaCl Bou2Tab 20g ,EGP2.00
regina Pasta penne1k ,EGP27.95
Wadi Food Apple Vin.250Ml ,EGP33.95
Yamani Coffe Duable dark200gm ,EGP81.50
LIPTON GREEN TEA CLASSIC 100 T ,EGP49.95
Lindt Lindor Cremelle Cho.100g ,EGP101.95
Roshen Bim Bom 200g ,EGP29.50
Sudanese jo without salt 150 g ,EGP17.95
Vitrac Date Jam 340 gm ,EGP22.95
Fisherman Canned Salmon Fillets in Brine 170gm ,EGP52.50
Chipsy Chili & Lemon 89-99 GM ,EGP5.00
BORGES OLIVE OIL 750ML ,EGP139.95
De Nigers Organic Apple Vinegar 500 ml ,EGP108.95
Nescafe 3in1 Stick Choc 18g ,EGP3.00
LIPTON GREEN TEA WITH MINT 100 ,EGP49.95
Roshen Bonny Fruit Citrus Mix 200g ,EGP43.50
jo Aswani Peanuts150 gm ,EGP17.95
Hero Light Raspberry 200 gm ,EGP46.95
Imtenan Spring Flowers Honey 250gm ,EGP35.95
Fisherman Canned Salmon Fillets in Olive oil 170gm ,EGP52.50
Lamar Pomegranate Juice 1L ,EGP26.50
BORGES EX.VIRGIN OLIVE OIL125M ,EGP39.95
SANTE FIT GRANOLA STRAWBERRY & ,EGP70.50
MAGGI Chicken Bou12Tabs ,EGP6.75
Al-Arosa Tea 100 Tbag ,EGP24.95
Nescafe 2IN1 Stick 10Gm ,EGP2.50
Roshen Bonny Fruit Berry Mix 200g ,EGP43.50
Quality Eye Camel 90 gm ,EGP35.50
Hero Forest Berry Jam 340G ,EGP42.25
Chipsy Pack / Tomato 86-96g ,EGP5.00
Skim sesame oil 250 gm ,EGP63.25
Sante Musli Fruit 1000G ,EGP114.95
Knormarka12 cube vegetables ,EGP6.95
ion dark 70% 90g ,EGP38.50
Heinz Natural Vinegar 1L ,EGP10.75
Al-Arosa Kharaz Tea 250Gr ,EGP29.95
Abu Auf Coffee Hazelnut 250 g ,EGP94.50
Quality Almonds Raw 90 g ,EGP29.95
Vitrac Bitter Orange .Jam 340G ,EGP22.95
Chipsy Cheese&Onion 86-96g ,EGP5.00
SANTE FIT GRANOLA NUTS & COCOA ,EGP70.50
Maggi vegetables_2cubes ,EGP2.00
ion dark caramel 90g ,EGP38.50
Al-Arosa Dust Tea 250Gr ,EGP22.50
Yamani Coffe Duable med. 200gm ,EGP81.50
LAMAR Orange Drink 1 L ,EGP9.95
Quality Almonds Raw 130 g ,EGP42.95
Fisherman Mackerel Fillets oil Lemon 110gm ,EGP26.95
Skim Nigella Sativa Oil 250gm ,EGP193.95
SANTE OAT FLAKES (500G) ,EGP36.95
ion dark espresso 90g ,EGP38.50
regina Pasta small rings 1k ,EGP27.95
"Harvest - Natural White Vinegar, 1 L ",EGP10.75
Amanatan Nawara Clover Honey 125 gm ,EGP21.50
Fisherman's Hot Mackerel Slices 110 g ,EGP26.95
Dasani Water PET 330 ML ,EGP2.50
KING RICE BRAN OIL 1 LITER ,EGP122.95
Knormarka8cube vegetables72g ,EGP5.50
ion dark fruits 90g ,EGP38.50
Scrunch almond cashew and coconut 200 gm ,EGP119.95
El Mizan Four Fruits Jam 340 G ,EGP13.95
Fisherman Mackerel Fillets oil 110gm ,EGP26.95
Chipsy kebab on charcoal 44g ,EGP3.00
Knormarka8 chicken cube72g ,EGP5.50
regina Pasta vermiceli 1k ,EGP27.95
ISIS Lemon Diet Tea 50 pcs ,EGP29.95
Quality BLACK HONEY 750 GM ,EGP19.25
Birell N-Alchoh Malt Bever.330 ,EGP7.75
Wadi Food Olive Oil Pet.500Ml ,EGP117.95
SANTI BAR PLUM 40 GM ,EGP10.95
Knormarka 8 cubic meat72g ,EGP5.50
iSiS Regime Tea With Mint - 50 Bags ,EGP33.95
Roshen Bonny Fruit Summer Mix 200g ,EGP43.50
Hero Clover Honey 365 gm ,EGP53.95
Fisher Man Sardine Hot 125 g ,EGP11.75
Lamar Cranberry Juice 1 L ,EGP26.50
Wadi Food Olive Oil Virgin 1L ,EGP174.95
Mushroom Vegeta Soup 43gm ,EGP49.50
regina Pasta rice 1k ,EGP27.95
Nescafe 3 1 vanilla 1 sachet 18 ,EGP3.00
Isis Green Tea with Mint 20B ,EGP19.95
ST.Dalfour B/Cherry Jam 284Gr ,EGP96.75
Hero citrus honey 225 g ,EGP34.50
Loacker Milk 175G ,EGP46.95
Temmys Choco S.Copos 30Gr ,EGP3.75
Yamani Coffe Duable light200gm ,EGP80.95
Isis Green Tea Pure 20B ,EGP19.95
Hero Clover Honey - 225 gm ,EGP34.50
Fisher Man Sardine Pitted Lemon 125 g ,EGP20.95
LION Ceral carmel & Choc 250gr ,EGP35.95
Roshen Dark Bubble Chocolate 80g ,EGP34.25
Regina Lasagna Pasta 500gm ,EGP42.95
ST Dalfour RaspBerry Jam 284 ,EGP96.75
Hero Spring Blossom Honey - 225 gm ,EGP34.50
Fisher Man Sardines Hot Sweet 125 g ,EGP20.95
Forno Chipsy Sweet Pepper Cheese 41-45gm ,EGP5.00
MAGGI Shish Tawuuk Mix 40g ,EGP6.50
ST Dalfour Orange Jam284 ,EGP96.75
Hero Citrus Honey 365 gm ,EGP53.95
Fisher Man Smoked Boneless Sardine 125 g ,EGP20.95
SANTE GRANOLA BAR CRANBERRY 40 ,EGP11.75
MAGGI Hawawshi Mix 40g ,EGP5.95
ion break dark 85g ,EGP31.50
Vitrac jam Staweberry 245 gm ,EGP13.95
Chipsy Forno Tomato&Oreg44-50g ,EGP6.00
Wadi Food Olive Oil 250Ml ,EGP66.95
SANTE CR.BAR W/CRAN.&RASP.25G ,EGP7.75
MAGGI Kofta Mix 40g ,EGP5.95
ion break nuts 85g ,EGP31.50
El-Maleka Pasta Spaghetti 400G ,EGP6.95
Wadi Organic Ex.V.Oliv.Oil 250 ,EGP71.95
Maggi Mashawi Chic Poder mix ,EGP7.75
Cadbury Choco Bubbly Mini Bag ,EGP55.00
Vitrac Fig Jam 245 gm ,EGP13.95
SANTE CRUNCHY BAR W/PLUM 25G ,EGP7.75
MAGGI Shawerma Mix 40g ,EGP6.50
El-Maleka Pasta Marmaria 400Gr ,EGP6.95
Vitrac blue berry jam 340 gm ,EGP29.25
Fern Butter Ghee 1800g ,EGP367.95
Temmys choco pops 500g ,EGP63.75
El-Maleka Lesan Asfor 400Gr ,EGP6.95
Pine jo 60 gm ,EGP128.95
Vitrac black cherry jam 340 gm ,EGP29.25
 Al-Bawadi Molasses 200gm ,EGP9.95
Fisherman TUNA SALAD Mediterra ,EGP55.95
Temmys fruit rings 500g ,EGP57.95
Jo eye camel 100 g ,EGP40.50
Vitrac red berries jam 340 gm ,EGP29.25
Fisherman TUNA SALAD Mexicana ,EGP53.95
Temmys Choco Scoops 500g ,EGP63.95
Maggi mixing with bashamel with cheese 75 g ,EGP5.95
Jammies Strawberry Queen 430g ,EGP36.95
Fisherman TUNA SALAD MayoN230G ,EGP53.95
Lamar Mango Juice 1L ,EGP27.95
Fern 400 g ,EGP92.95
SANTE MUSLIBAR CRANCHY (40G) ,EGP10.95
Creamy Tomato Soup Vegeta 60gm ,EGP44.50
Jo salted roasted pistachios 175 g ,EGP87.95
Schweppes Lemonade 1L ,EGP10.95
Crunchy Lemon Bag Family 86gm ,EGP5.00
Best Sherraton Pure B.Ghe1500g ,EGP299.95
SANTE GRANOLA BAR CHOCOLATE 4 ,EGP11.75
El-Maleka Pasta Khawatem 400g ,EGP6.95
Go roasted hazelnuts 100 g ,EGP37.95
Fisher Man light solid tuna 17 ,EGP26.50
7UP CANS 330ML ,EGP6.00
Family Crunchy Sweet Pepper 86gm ,EGP5.00
Best Sherraton Pure B.Ghe400g ,EGP82.95
Cadbury Dairy Milk Bubbly 87g ,EGP29.95
jo almond roasted salted 125 g ,EGP54.95
St. Dalfour Four Fruits Jam 284gm ,EGP96.75
Fisher Man Tuna Slices Pepper Lemon 120 gm ,EGP38.75
Lipton Kharaz Tea 250G ,EGP35.25
Family tomato crunchy 86gm ,EGP5.00
El-Haloub ElMethalia Ghee1600g ,EGP314.95
Cadbury Marvello Caretion 38g ,EGP11.95
El-Maleka Pasta Forn 400Gr ,EGP6.95
Abu Auf Coffee Gold 200 gm ,EGP119.25
Lamar Guava Drink 200ml ,EGP3.75
jo Roasted salted cashew 125 g ,EGP74.25
St Dalfour Black Apricot Jam 284gm ,EGP96.75
Fisher Man Tuna Slices Hot Pepper 120 gm ,EGP38.75
SANTE VITMAIN CHOCO W COCONUT ,EGP26.95
Knorr Bechamel Mix 70 gm ,EGP5.95
Cadbury Plain 37g ,EGP11.95
El maleka pasta elbow 400 gm ,EGP6.95
Jo white pulp 125 g ,EGP26.95
Fisher Man Smoked Tuna Slices 120g ,EGP43.75
Bubbly Chocolate Plain 40GM ,EGP11.95
El-Maleka Shiria 400Gr ,EGP6.95
ILOU Texas Burger Sauce 500 g ,EGP60.75
Abu Auf Turkish Mehawej Coffee Medium Roast 400 gm ,EGP119.95
Beyti Tropicana Juice Guava 235 ml ,EGP4.75
Fisherman tuna slices sunflower oil 120 g ,EGP38.75
7UP CANS 330ML ,EGP6.00
NESTLE CORN FLEX HONEY 375 GM  ,EGP67.95
Vegeta French Onion Soup 62g ,EGP44.50
El Matbakh Pasta rice 400g ,EGP4.75
Chtuara pomegrante molasess 25 ,EGP45.50
Chibo Davidov Exelor Chops 250g ,EGP167.95
Toasted corn with sauce 125 g ,EGP15.95
Lipton Tea Dust 250G ,EGP31.50
CRYSTAL VEGETABLE Ghee 700g ,EGP35.75
Temmys Choco Pillow Cereal375G ,EGP41.95
JO Mixed nuts 200G ,EGP94.95
Al-Arosa Tea 100T-Bags Sp. ,EGP38.95
Diet Pepsi 400ml PET ,EGP5.00
CRYSTAL VEGETABLE Ghe Gold700g ,EGP35.75
FITNESS & FRT Cer 375g PR STLE ,EGP88.50
MAGGI Soup Cream of Mushroom68g ,EGP9.50
Cadbury Plain 90g ,EGP29.95
Masr Café tea karak 25 gm ,EGP3.95
Juhayna Premium Mango 235 Ml ,EGP4.50
FITNESS HNY&LMD Cer355gPRSTLEG ,EGP92.95
Cadbury Hazeln 37g ,EGP11.95
Masr Café tea Ginger adan 25 g ,EGP3.95
JO egyptian Leb seeds 200g ,EGP36.50
Hero Light Apricot 200 gm ,EGP36.95
FISHER MAN FRENCH TUNA SALAD 2 ,EGP53.95
Fresca Wafer Biscuits 2 Pcs ,EGP2.00
MAGGI Soup Chicken ABC 66g ,EGP17.50
CDM OREO 38G ,EGP11.95
El Matbakh Pasta vermiceli400g ,EGP6.50
 JO Sunflower pulp 150g ,EGP27.50
Rauch Red Grape Juice 900Ml ,EGP106.50
Isis Cinnamon Tea 12 Bags ,EGP10.75
FISHER MAN MUSSELS SALAD 230 ,EGP59.95
Temmys Corn Flakes500g ,EGP49.95
El Matbakh Pasta penne 400g ,EGP6.50
Isis Chamomile Tea 12 Bags ,EGP10.75
Temmys Corn Flakes 1K ,EGP94.95
Holw el sham Sahlab 220 Gm ,EGP12.75
 7up 400 ml ,EGP5.00
Temmys Honey Pops E/Cal 250g ,EGP34.95
Vegeta Chicken Noodles Soup 60gm ,EGP26.95
Cadbury Fruit&Nut 40g ,EGP11.95
Isis Peppermint 12 Bags ,EGP10.75
Schweppes Lemon Mint 300 ml ,EGP6.00
Temmys Corn Flake 250 gm ,EGP27.95
Isis Anise 12 Bags ,EGP10.75
Temmys Fru.Rings E/Calcium 250 ,EGP31.95
Isis Tilia 12 Bags ,EGP8.75
Doritos Sweet Chili 118 - 128G ,EGP5.00
Temmys corn flakes 120g ,EGP16.50
Cadbury Dairy Milk Bubbly 28g ,EGP7.00
NESQUIK Choc Powder 13.5g ,EGP2.50
Isis Hibiscus Tea 12 Bags ,EGP10.75
Fitness Oats Biscuits 30 gm ,EGP3.00
Temmys choco rice 500g ,EGP63.95
Isis Caraway 12 Bags ,EGP10.75
Rana Apple Vinager 474 Ml ,EGP42.50
Arlekin Octopus pieces of Spanish Paprika Sauce ,EGP41.95
Doritos Nasto Cheese Corn Chips 84-80 g ,EGP5.00
Creamy Asparagus Soup Vegeta 62g ,EGP44.50
OREO Bubbly Chocolate 43 g ,EGP11.95
Spicy Trade Mint 23 g ,EGP9.50
Durra Tomato Ketchup(hot) 500g ,EGP19.95
Lamar Pineapple Juice 200 ML ,EGP6.75
Vegeta Cream Soup 45gm ,EGP44.50
Cadbury Hazelnu 56g ,EGP17.95
Al-Arosa Grandular Tea 100Gr ,EGP12.95
Schweppes Gold Pineapple 1L ,EGP10.95
Ulker tea biscuit 53 g ,EGP2.00
Oreo Chocolate CDM 95 g ,EGP29.95
Al-Arosa Fine Tea 100Gr ,EGP8.75
ALPEN CEREAL BAR SUMM FRUITS 95GR ,EGP62.95
Al-Arosa Tea 25Tea Bags ,EGP10.75
Rani Peach Float Drink 240ml ,EGP7.75
American Solid Tuna 170 gm ,EGP34.95
Lamar Mango Drink1L ,EGP12.50
Nescafee gold 100Gm ,EGP104.95
Isis Chamomile 20B ,EGP19.95
Americana Smoked Tuna.Sl.120Gm ,EGP49.95
MOUNTAIN DEW CANS 330ML ,EGP6.00
Nescafe GOLD Jar 50g ,EGP54.95
Holw el sham Galasco Choc.80g ,EGP9.25
Americana T.Sl. Hot Pep.120g ,EGP49.95
Nescafe GOLD Jar 200g ,EGP189.95
Isis Green Tea w.Mint12B ,EGP10.75
Americana sliced black pepper and lemon 120 ,EGP49.95
Isis Barly 75 gm ,EGP68.25
Isis Green Tea 12B ,EGP10.75
Lamar Orange Juice 200ML ,EGP6.75
Tuc biscuit with salt 31 grams ,EGP3.00
SEGAFREDO INTERMEZZO GRANI 250G ,EGP99.95
Al-Arosa Tea 50 T-Bags ,EGP19.95
Americana Sardines Veg.Oil125g ,EGP19.95
Fayrouz Pineapple Malt Bev.330 ,EGP6.95
SANTE GRANOLA BAR HONEY 40 GM ,EGP11.75
Yamani Coffe super light 100gm ,EGP44.95
Americana L/Tuna chunk Wat170 ,EGP31.95
Yamani Coffe plan light 100gm ,EGP21.50
Al-Arosa Green Tea W/M 25 T.B ,EGP9.95
Rani Mango Pet 1 Liter ,EGP18.50
Alpen Strawberry & Yogurt Muesli Bar 145g ,EGP62.95
Yamani Coffe Duable light100gm ,EGP40.50
Isis Ginger & Cinnamon Tea 12B ,EGP10.75
Rani Peach Pet 1 Liter ,EGP18.50
Lamar Lemon Mint Drink 1L ,EGP9.95
Galaxy Caramel 40G ,EGP11.75
Bavaria Malt Drink Bot.330M ,EGP16.25
Al-Arosa Dust Tea 40Gr ,EGP3.75
SUPER BERRIES RED ,EGP62.95
Tuna Solid Yel. sunfW/Brin185G ,EGP42.95
Schweppes Pineapple 300 ml ,EGP6.00
TUC Sour Cream-Onion 24G ,EGP3.00
Galaxy Crispy 36Gm ,EGP11.75
Sante Granola C.Muesli Nu.350G ,EGP55.50
Yamani Coffe plan dark. 100gm ,EGP21.50
Isis Lemon with Ginger 12B ,EGP10.75
ELBOSTANY TUNA SOLID EASY OPEN 170G ,EGP24.95
Fayrouz Pineapple 1L ,EGP10.95
Galaxy F&N 36 gm ,EGP11.75
Temmys Sweet Flakes 30Gr ,EGP3.75
Yamani Coffe w.spice dark100gm ,EGP28.95
Dilmah Tea 100T.Bag ,EGP79.95
Schweppes Youssef 300 ml ,EGP6.00
Cheetos Pepper Crunchy Cheese 74-70gm ,EGP5.00
Freez Blackberry Sparkling Dr ,EGP25.50
Yamani Coffe super dark 100gm ,EGP44.95
Dilmah Tea Envelop 50T-B ,EGP44.95
Nour Iodized Salt 700Gm ,EGP6.00
Domty Guava Juice 1L ,EGP12.95
Fisher man tuna chunk 170 g ,EGP31.25
Amstel Zero N-Alc.Malt Bev.330 ,EGP7.50
Temmys Corn Flakes 30Gr ,EGP3.75
Mousy Malt Bev. Raspberry 330M ,EGP18.25
Yamani CoffeDuable dark. 100gm ,EGP40.95
Al Rabie natural green tea 100 bags ,EGP49.95
Dasani Water 8 Liter ,EGP26.95
Galaxy Milk 90Gm ,EGP30.00
Bavaria Apple Malt Drink 330Ml ,EGP13.25
Domty Apple Juice 1L ,EGP12.95
Safcol Sardine Hot Sun Oil125G ,EGP17.75
Cheetos Puffs Chilli 118-128gm ,EGP5.00
Temmys Choco Pops 250 gm ,EGP38.95
Al Rabie natural green tea with mint 25 bags ,EGP15.95
Domty Apple Juice 235 ml ,EGP3.95
Cheetos Crunchy Cheese 74-70gm ,EGP5.00
GALAXY Chocolate Truffle 36g ,EGP12.00
Dreem Creamer 150G ,EGP27.95
Tok Biscuit Pizza 24 g ,EGP3.00
Temmys Fruit Rings 30 gm ,EGP3.75
Yamani Coffe w.spice light100g ,EGP28.95
Domty Cocktail Juice 1L ,EGP12.95
Sprite 400M ,EGP6.00
Bounty Minitures 150Gm ,EGP60.00
Dilmah Black Tea 100T Bags ,EGP114.95
